Acss2	1.080887921
Acss2	0.887119972
Acss2	1.14836492
Acss2	0.955293848
Adh2	1.127902321
Ahd1	0.700317754
Ahd1	0.91383145
Ahd1	0.91383145
Akr1a1	1.254610151
Aldo3	1.125058485
Aldo3	0.852634892
Aldoart2	1.0416677
Aldoart2	0.962053803
Aldoart2	0.886866902
Aldoart2	0.955165848
Aldoart2	1.049716684
Dlat	0.615572207
Dld	1.337927555
Eno1	1.019460893
Eno1	1.071773463
Eno1	0.955552251
Eno1	
Eno1	8.307973992
Eno1	8.307973992
Eno1	8.307973992
Eno1	0.864621487
Eno1	0.787476832
Gapd	1.009235342
Gapd	
Gapd	
Gapd	
Gapd	0.964606423
Gpi	1.13839614
Gpi	1.613283518
Gpi	0.938255797
Gpi	
Gpi	1.558329159
Hk2	1.079228237
Hk2	0.895025071
Hk2	1.337927555
Hk2	
Ldh1	0.664342907
Ldh2	0.940628888
Ldh2	0.753537916
Pck2	
Pck2	0.878451111
Pdha1	0.981186128
Pdha1	0.882475853
Pdha1	1.114006987
Pdha1	1.185165766
Pdha1	1.067870898
Pdha1	0.829319546
Pdha1	1.324573607
Pdha2	1.2397077
Pdha2	1.116067816
Pdha2	
Pdha2	1.194008919
Pdha2	1.055741479
Pfka	0.960093825
Pfka	0.89818955
Pfkl	0.96469081
Pfkp	0.687443679
Pgam1	1.015342257
Pgam1	0.931084343
Pgam1	0.958321043
Pgam1	1.202220643
Pgam2	1.118602566
Pgam2	158.6825856
Pgam2	0.988932748
Pgam2	158.6825856
Pgk1	1.135283445
Pgk1	0.950086687
Pgm2	1.083793885
Pgm2	0.986923655
Pgm2	1.104553244
Pgm2	1.033490643
Pgm2	
Pgm2	1.072013714
Pgm2	0.752352066
Pgm2	0.737293986
Pgm2	1.021012126
Pk3	1.11097199
Pk3	0.469761375
Pk3	2.173469725
Pk3	1.118182442
Tpi	1.198888545
Tpi	0.897612028
Tpi	0.97609292
Tpi	0.900080267
Tpi	
Tpi	1.337927555
Tpi	1.123800398
